229.99,70.354,0.29621,2.5552,-0.66141,-5.9714e-06,-4.2154,0.0091638,0.83715,0.59201,1.1247,-0.56885,0.41082,0.33575,0.25629,0.28676,44.002,-0.29999,0.24042,0.20202,15.782,-0.33936,11.2,-4.4975,43.704
130.06,56.737,0.41347,-8.6643,1.4655,0.099964,6.1743,0.28552,0.38764,0.57931,2.9605,1.1206,1.9422,0.055793,0.14982,0.31514,-34.99,2.5988e-05,0.56687,0.40323,18.128,0.96127,14.601,14.711,9.6575
467.89,94.154,0.58818,4.469,1.1743,-0.10001,-7.6556,0.40216,0.24946,1.4232,2.1124,1.9806,0.20086,0.33443,0.20302,0.42691,-40.989,2.8469e-05,0.36931,0.40163,19.996,0.56406,19.399,1.1671,17.431
286.93,42.66,-0.058422,1.5165,-1.5294,-0.19998,1.3716,0.72252,0.41242,1.7018,-0.73203,-0.5797,-1.401,0.16667,0.053327,-0.092946,-53.995,0.39995,0.59213,8.5229e-06,11.541,-0.1135,9.9999,12.295,-9.5278
226.95,37.69,0.17555,-3.3012,0.15297,0.19996,-3.1361,0.18902,0.37227,-0.943,0.14877,0.029663,0.30448,0.22185,0.10185,0.077384,-53.993,-0.19997,0.5556,0.19997,12.806,0.46156,13.897,-3.8271,14.057
-46.886,27.036,0.58405,16.509,0.74489,-1.2895e-05,-1.015,0.074316,0.22998,3.1286,3.3153,-1.1917,1.4167,0.22136,0.063892,0.32854,28.999,-0.19995,0.88759,-0.099714,11.805,0.20886,2.6048,7.7706,-6.7559
175.93,14.043,0.29034,-13.869,-0.29317,-4.4251e-06,-6.1571,-0.12753,0.5275,-0.3857,0.091011,-1.4601,0.00010846,0.22087,0.21989,0.24078,-29.999,-0.29996,0.091694,-0.099905,8.4911,0.056387,4.7009,-1.9355,10.866
-9.9441,-2.1161,6.2579e-05,-0.28207,0.11211,0.099987,5.3315,-0.33272,0.53817,2.2149,0.50123,2.7485,0.19966,0.22038,0.11561,-0.01556,10.001,-0.59992,0.6741,-0.19992,12.148,0.52927,17.294,5.3943,-6.2205
136,61.426,0.52108,5.943,1.678,-0.19998,-2.2058,0.40603,0.0033741,-0.083137,3.1892,1.1163,1.195,0.2199,0.24743,0.43362,18.002,0.099993,0.014354,0.60113,11.981,0.79955,5.5028,0.48352,8.2345
-13.953,-56.883,0.17281,-6.8957,-0.19819,5.621e-06,2.7866,-0.28858,0.16138,-0.90499,-1.2906,0.21735,-0.39359,0.16457,0.14104,0.13636,6.9958,-0.49995,0.54726,-0.099586,4.0015,-0.043523,1.7994,4.5919,-4.7869
225.93,149.79,0.17252,1.7373,-0.37894,-3.4587e-06,0.12872,0.024622,-0.066641,-0.13423,-0.5914,0.4844,-4.9447e-05,0.27381,0.17019,0.13379,36.995,-0.19998,0.59869,4.0902e-06,4.341,0.081034,7.095,0.98897,8.6655
141.94,-294.1,0.22962,-0.38684,-0.067673,-6.5654e-06,-1.2251,-0.27046,0.11787,-1.047,-0.089735,-1.041,-0.69159,0.10924,0.069135,0.12884,-70.998,-0.49996,-0.097772,-0.19938,-6.1005,0.51246,-7.803,2.2913,-1.7452
-25.964,648.95,0.57266,-6.1495,1.153,0.29996,4.438,-0.68971,0.55414,-0.11061,1.0194,0.36506,-0.0001128,0.32731,0.32784,0.44431,155.98,-0.79992,0.17093,0.19974,-15.016,-0.0059278,-36.589,-0.72715,10.945
71.931,-726.93,0.22777,1.8184,-0.041995,2.9823e-06,1.5619,-0.60885,0.20431,-0.16616,-4.4886,-0.10205,-0.59716,0.27188,0.15288,0.13402,-43.002,-0.69995,-0.52479,-0.099731,-17.986,0.14316,-29.397,0.45243,1.734
-25.039,-94.976,0.05682,1.072,-0.83604,0.1,-2.1542,-0.24059,0.31191,-1.9148,1.3852,1.7708,-1.6014,0.16269,0.097886,0.0035645,2.9977,-0.49998,-0.46634,-0.19963,-15.006,-0.10684,-20.8,-1.1303,11.414
-280.88,337.96,0.17036,-5.6848,1.5679,0.10001,3.7105,-0.24804,-0.22517,-1.9284,-2.6567,1.7311,-0.50869,0.21656,0.16996,0.18594,7.0002,-0.39999,-0.13972,-0.10003,-8.6001,0.015744,-10.802,0.69854,-0.14582
-38.027,-350.96,0.51013,3.4323,0.26206,-0.09997,-2.6682,-0.66105,-0.21026,0.58559,-2.7663,0.68309,0.20433,0.10806,0.034874,0.27189,-0.99855,-0.69994,-0.19483,-0.30026,-6.5808,0.39307,-11.799,0.2129,4.5675
-131,-269.97,0.22558,-0.78724,-0.40517,0.19999,1.9309,-0.61498,0.0077297,-2.545,-0.45951,0.89405,-0.40828,0.37774,0.23699,0.18862,-38.996,-0.69995,-0.75613,-0.20084,-8.0451,0.0083889,-7.003,2.1362,-5.3877
-112.05,218.98,-0.16879,-3.5274,-0.31273,0.1,2.0779,-0.56427,1.5005,-2.5893,-1.1047,-0.61448,-1.5366,0.21505,0.26077,-0.029415,-27.997,-0.59998,-0.69403,-0.40243,-13.288,0.19991,-12.602,0.87567,-0.59442
-157.02,-364.97,2.145e-05,0.20869,0.67995,0.29998,-6.1672,-0.19002,1.7458,1.1518,-0.84668,-0.35341,-0.10422,0.16095,0.05897,-0.0035436,16.999,-0.30002,-0.12382,-0.20201,-8.0115,0.52453,-18.096,0.67528,-5.152
-240.01,-158.96,0.39447,-3.7312,-1.8934,0.10001,-0.31881,-0.34379,-0.73075,-7.6611,-3.0813,-1.1863,-0.10468,0.21424,-0.54988,-0.32483,-49.998,-0.39999,-0.54682,0.20226,-12.5,-0.95679,-8.2056,-1.2588,-1.6914
-324.95,-369.95,-0.28065,4.5126,6.7061,0.29998,-1.4068,-0.44201,-1.5593,0.66694,0.19682,1.0187,-2.2934,0.16035,0.71557,0.36367,1.0141,-0.50005,-1.5685,-0.70695,-14.74,2.3966,-23.594,-0.56588,-2.935
-292.99,-217.97,-0.05633,-4.5,-2.5972,0.2,4.0253,-0.51249,0.23839,0.14856,-0.90789,-0.24005,-1.4942,0.37351,0.20184,-0.067056,84.985,-0.49997,-1.1202,-0.50865,-21.507,-0.49227,-17.7,-0.12757,-2.2076
-170.02,-2.0326,-0.056324,0.91144,-1.1329,0.2,-2.1235,0.05467,0.24973,-0.28093,-2.8929,0.68459,-0.97505,0.15949,0.021884,-0.1036,28.988,-0.10002,-0.69074,-0.20453,-9.7809,-0.1684,-10.998,1.1163,-1.4406
-137.97,373.95,0.16912,-1.6333,-0.045845,1.7107e-05,8.2893,0.56905,2.1248,1.4656,3.4949,1.055,0.21881,0.15924,0.034541,0.070745,-15.004,0.29997,-0.083601,-0.1024,1.4332,0.31617,10.496,1.5589,-4.4724
-133.97,-386.98,0.16883,5.2688,0.52358,1.968e-05,7.7142,0.020277,0.10439,-0.050515,2.6704,0.429,0.00021275,0.21197,0.18983,0.16727,121.99,-0.099984,-0.46542,-0.20505,13.298,0.41398,10.999,2.0944,-2.8004
-20.014,178.99,0.2809,-1.4639,-0.27995,8.6187e-06,-10.223,0.79087,-0.044691,0.91411,-0.66734,-2.0623,1.3098,0.052899,0.12632,0.27871,-95.993,0.49996,-0.37113,0.30831,13.821,-0.044521,12.299,3.7339,-6.6115
-78.945,-79.009,0.44816,1.5007,1.603,0.19998,-3.0444,0.42245,0.28324,2.4496,4.3392,1.6206,1.6163,0.26426,0.29703,0.43153,-21.994,0.29999,-0.1061,0.40985,20.178,0.51326,12.602,3.7614,-1.0203
-7.0088,123.99,0.11156,0.90326,-1.3245,-0.099978,10.802,0.40829,0.2187,0.21221,0.37134,-0.85108,0.10612,0.15815,0.12921,0.080598,46.989,0.2,0.31142,3.2182e-05,12.919,-0.40333,10.101,3.8778,-3.0231
56.97,-230.98,0.055744,-3.9754,0.84461,1.1628e-05,-2.6642,0.95455,0.21721,1.2444,1.726,-0.48855,-0.31753,0.10527,0.16102,0.12719,41.995,0.69991,0.22597,5.4246e-05,8.9108,0.47754,20.394,2.2239,3.2636
-84.948,45.997,0.22271,5.3872,1.0528,1.2816e-05,-3.6096,-0.23788,-0.30969,0.35658,-0.81164,0.041533,0.42496,0.15773,0.18698,0.20741,-19.995,-0.19997,0.55157,0.30609,-1.8651,0.58009,5.8997,2.2903,-0.59095
-13.993,78.991,0.27776,1.6319,0.74188,-0.099973,-1.3295,0.024802,-0.081612,0.46497,2.1242,-0.95851,0.31751,0.31494,0.19232,0.19187,-42.998,-4.1336e-06,0.11578,0.20346,8.2368,0.14134,-1.2964,1.8643,3.3102
-58.965,-181.99,0.16622,-5.4674,-1.4175,1.3552e-05,10.47,0.14662,0.054126,-0.8124,0.08234,-0.81927,0.73819,0.10467,0.1522,0.17061,107.98,0.099996,0.716,0.30452,6.3289,-0.4753,4.3981,1.9628,-1.128
125.91,226.98,0.22122,-0.30104,0.4161,4.9794e-06,-8.6471,-0.34917,0.22489,-0.86508,-1.7306,0.90793,-0.00010653,0.10455,0.090736,0.18652,-4.0029,-0.29998,0.17866,-0.10119,-3.7977,0.39395,-7.5958,0.77051,2.2719
9.9839,-119.97,0.16557,1.9219,0.63558,0.19997,6.3711,0.52201,0.22438,1.235,4.6628,0.59632,-0.94193,0.20887,0.097454,0.09947,-27.999,0.39993,0.15669,0.1013,3.9696,0.30904,7.3971,0.31391,-1.3838
